[26.357909, 50.162173]
[44.733265, 10.787901]
[14.718359, 104.202597]
[35.742411, 139.649031]
[25.857436, -97.540405]
[-26.53968, 29.08026]
[-22.480083, -44.058313]
[34.759877, -82.27353]
[51.456019, 0.144908]
[40.930013, -75.32278]
[23.125034, 113.318277]
[34.667369, 135.621172]
[-26.187511, -58.199245]
[14.760026, 121.049895]
[20.441414, 99.886478]
[10.081861, -69.277313]
[34.967096, 135.772691]
[13.758644, 100.456052]
[34.713572, -82.275098]
[5.972393, 116.119304]
[36.338189, -78.597462]
[43.027001, 141.435366]
[49.030305, 2.455522]
[42.350094, -3.661732]
[-22.882182, -43.089386]
[37.799932, -122.413544]
[43.279984, -5.683693]
[33.299501, 130.499508]
[-25.424776, -49.247765]
[39.778136, -86.1623]
[34.163566, -80.909763]
[14.557096, 121.009036]
[3.995741, 101.017954]
[40.967576, -5.67145]
[-30.901041, -55.543726]
[40.34944, -3.677982]
[52.353381, 104.16188]
[42.49216, -83.011485]
[-27.091949, -52.606925]
[-26.228664, 27.937407]
[-6.173609, 106.675176]
[41.009609, 28.954632]
[43.597552, -84.766951]
[55.471689, -4.594375]
[45.899699, 12.184563]
[36.850922, -2.438643]
[-22.960008, -43.360089]
[34.507284, -82.688939]
[6.835298, 125.407044]
[3.027455, 101.588101]
[-34.843923, -58.372964]
[41.007426, 28.638294]
[13.502362, 100.452528]
[13.710352, 100.242911]
[38.395565, 26.988197]
[-34.519731, -56.285975]
[43.68888, 12.649608]
[-19.878098, -43.655918]
[34.946243, 136.591028]
[0.351241, -78.122478]
[34.838926, -106.681238]
[14.604765, 120.988991]
[34.000086, -81.023143]
[49.19131, -0.395158]
[29.304974, 47.895454]
[47.433053, 19.261457]
[34.123827, -117.782997]
[-23.557405, -46.643025]
[-34.895961, -56.109422]
[28.681141, 77.317533]
[32.750907, 130.778197]
[50.351886, 30.955307]
[-22.906712, -47.09598]
[-30.049484, -51.219564]
[33.626838, -84.449956]
[37.491738, 126.725031]
[42.502297, -92.328858]
[39.930627, 32.817638]
[13.840558, 100.641187]
[36.647807, -4.476158]
[28.647983, 77.183664]
[41.746754, -80.775291]
[-12.092472, -77.008753]
[0.804449, 127.386298]
[42.133688, -0.408046]
[39.992192, -75.117035]
[35.610354, 139.751619]
[29.44475, -98.495042]
[39.416797, -81.461349]
[2.083248, 103.494415]
[25.150619, 51.554942]
[1.857623, 103.087155]
[34.235565, -77.932872]
[-7.75644, 110.40043]
[-34.480715, -54.329444]
[-37.301088, -59.174417]
[35.699824, 139.318039]
[35.614055, 139.19186]
[54.785887, 56.133571]
[29.583683, -81.227621]
[25.886341, -80.323174]
[40.735131, -73.990142]
[51.441508, -0.008268]
[-34.708124, -58.40466]
[40.982001, 29.035049]
[-12.055837, -77.070804]
[8.474563, 124.646567]
[-34.920017, -57.912131]
[34.967096, 135.772691]
[41.155913, -8.622291]
[53.452234, -2.411351]
[34.67672, 137.763585]
[14.406356, 120.905807]
[41.064408, 29.094471]
[27.761143, -82.676634]
[38.621759, 27.440511]
[40.763762, -74.176503]
[40.773048, 30.393163]
[36.91535, 31.117691]
[-8.213584, 114.350334]
[34.968153, 137.065231]
[-29.370069, -50.80206]
[-34.584552, -58.612656]
[55.967714, -3.168663]
[-23.485657, -46.638982]
[-33.313061, 26.51861]
[10.374507, -66.957305]
[43.443462, -80.469421]
[52.038132, 6.610611]
[41.562429, -93.626981]
[38.194063, -0.544582]
[-33.920557, 18.421298]
[-6.178201, 106.693514]
[14.722265, 121.034621]
[-25.40916, -57.543834]
[7.15372, 125.595727]
[-6.614781, 106.794112]
[39.847517, -75.02309]
[41.062916, 28.982021]
[-34.756466, -58.401825]
[14.628464, 121.051374]
[-3.054445, -60.037156]
[26.436504, 50.096659]
[34.984615, 135.903107]
[6.835298, 125.407044]
[13.771989, 100.626919]
[53.771503, -2.770942]
[39.860632, 32.812166]
[2.938581, 101.793605]
[55.588686, 13.009378]
[42.092036, -71.02998]
[37.406555, -1.580298]
[55.735221, 52.369235]
[32.031037, -102.105696]
[1.85843, 103.085373]
[34.176533, -118.636024]
[40.742946, -73.994583]
[-34.784576, -58.826807]
[35.775453, -78.619925]
[-34.61649, -58.447852]
[33.971793, 132.776983]
[-15.875241, -48.102246]
[-22.868732, -43.450075]
[32.753724, 129.855906]
[41.709485, -88.187139]
[-6.328147, 107.197082]
[32.58043, -96.869233]
[48.90471, 2.30906]
[40.726113, -73.275003]
[32.808175, 130.774788]
[38.212615, -84.843654]
[40.613385, 140.596163]
[35.267283, 139.193635]
[59.912688, 30.462343]
[3.010321, 101.796693]
[36.146644, 140.505647]
[34.980526, 136.988527]
[34.492209, 132.50791]
[51.883915, -2.087777]
[-33.921355, 18.483594]
[35.048203, -85.051922]
[13.769495, 100.538542]
[39.098799, -80.468743]
[-19.959051, -43.967471]
[35.494938, -97.542832]
[14.52467, -90.566727]
[-7.060204, 110.437261]
[34.681673, 135.506388]
[39.77071, 30.5511]
[23.006795, 39.740116]
[37.343526, -5.822876]
[41.236956, -8.416097]
[35.739376, 139.497526]
[-25.404294, -51.476741]
[-20.370803, -40.350716]
[33.433973, 130.011746]
[52.643427, -1.458122]
[-35.768549, -58.49519]
[40.75581, -73.985816]
[51.10129, 4.501742]
[36.714448, -4.450896]
[4.173249, 102.042636]
[34.696681, 135.479104]
[1.499427, 103.747043]
[39.592813, -104.747353]
[-34.46723, -58.548578]
[-22.523105, -44.124725]
[37.182223, -3.612562]
[-34.725513, -58.354747]
[-31.715149, -55.976093]
[-22.887635, -43.25801]
[40.89951, -73.868764]
[59.708898, 30.780877]
[7.412786, 99.513643]
[-23.604874, -49.62685]
[48.721107, 2.094607]
[34.496396, 135.802083]
[28.545178, -81.375853]
[37.847223, 27.846199]
[36.325001, 139.830049]
[34.643657, 135.542515]
[35.787153, -78.193441]
[3.616899, 98.687333]
[36.497854, -86.561362]
[-34.867852, -56.142971]
[10.193548, -68.020472]
[52.483019, -1.884408]
[31.135137, 33.79854]
[-15.823347, -47.806621]
[37.423812, -5.962101]
[37.68669, -96.973792]
[-34.862856, -57.886935]
[33.830385, -6.074676]
[40.718767, -73.941633]
[-7.423109, 109.229724]
[40.65602, 29.252144]
[68.967235, 33.100651]
[39.467878, -8.531779]
[39.504402, -84.41452]
[-45.884859, -67.541549]
[35.563347, -80.54556]
[42.729873, -84.463726]
[-21.603853, -46.892793]
[45.40958, 12.098665]
[-29.971697, -51.179377]
[-6.895975, 109.409619]
[40.390198, -3.702224]
[1.508104, 103.88215]
[53.537852, 49.346565]
[41.01909, 28.587398]
[-27.30681, -55.844365]
[32.96279, -97.27731]
[41.02456, 28.841421]
[41.203771, -96.213591]
[-6.301769, 107.301036]
[4.455589, -74.619245]
[32.845786, -96.848714]
[39.808547, -85.983059]
[11.797884, 99.786437]
[31.951611, 130.482525]
[30.434955, -84.282475]
[14.712569, 120.939239]
[32.862384, 130.748113]
[13.148937, 100.0498]
[38.367098, 27.202728]
[53.195095, 50.174007]
[53.430258, 14.502882]
[-22.93596, -46.527854]
[41.015086, 28.650564]
[37.582378, -4.641724]
[40.602537, -105.067769]
[-3.110135, -59.986636]
[5.282956, 115.175192]
[51.311459, 0.895993]
[13.682992, 100.440516]
[34.360193, 132.214023]
[40.467954, -3.694686]
[14.609307, 100.352546]
[44.945954, -93.244469]
[43.120112, 141.332068]
[28.127822, -15.441857]
[4.736469, 103.418858]
[40.192274, -75.161315]
[-23.468408, -46.514695]
[53.397423, -3.12229]
[37.506648, 127.058953]
[-23.491267, -46.492321]
[19.4171, -99.076336]
[10.59954, 122.963729]
[-20.298719, -40.321728]
[-22.902928, -43.209652]
[-37.3207, -59.111626]
[38.679807, -6.402481]
[38.218244, 139.488376]
[44.11693, 9.890413]
[12.156867, -86.187959]
[13.807625, 121.13976]
[-5.396039, 105.275691]
[-32.316614, -58.07576]
[34.686024, 135.509066]
[9.778443, 118.735955]
[-6.338065, 107.267577]
[14.603978, 121.051935]
[34.274, 135.264729]
[35.22053, -80.844366]
[35.33313, 136.84955]
[-7.29537, 112.65534]
[4.026407, -74.973923]
[52.584305, 6.277772]
[42.351123, 20.777615]
[-6.102468, 106.157071]
[32.879617, 130.697533]
[35.612786, 139.676891]
[-10.933317, -37.076919]
[40.432354, 29.157766]
[42.375322, -83.29502]
[-23.70259, -46.62191]
[5.4406, 100.433891]
[-16.67349, -49.318546]
[42.083099, -72.573129]
[-7.874121, 112.518192]
[45.076157, 7.670817]
[42.691933, -82.753516]
[-7.11902, -34.861297]
[29.993494, 31.146309]
[39.654656, 27.855337]
[-23.618729, -46.503335]
[-31.379627, -64.141363]
[34.033984, 132.966047]
[-33.551059, -70.594209]
[-7.979865, 112.668031]
[38.402893, 140.393034]
[14.644482, -90.505628]
[34.057648, 134.496791]
[33.578007, -79.016626]
[10.252196, 123.839649]
[11.230726, -74.171484]
[-8.67595, 115.21658]
[2.244787, 102.275087]
[27.267899, -80.433025]
[-6.328789, 107.280233]
[-22.865065, -43.757495]
[47.116687, -88.543688]
[56.637152, -2.899291]
[14.66043, 121.11215]
[13.970099, 100.618425]
[40.605551, -111.958396]
[3.844625, 103.299457]
[-29.709568, -51.487843]
[36.694648, 137.166703]
[28.085357, -82.590566]
[-36.798895, -73.05017]
[55.827464, -4.430051]
[25.990764, -80.226837]
[-33.046455, -71.619063]
[37.741401, -0.855667]
[-22.952412, -43.076518]
[50.35347, -4.859708]
[-22.912547, -43.166442]
[18.399758, -66.059619]
[-6.294655, 106.709932]
[33.501013, 130.461704]
[30.202562, -81.506587]
[4.740213, -74.030359]
[5.959011, 102.425056]
[40.651164, -7.909801]
[6.23759, 100.428057]
[-26.246909, -49.517251]
[-23.010755, -43.450709]
[40.379021, -8.452997]
[37.886784, -1.35453]
[36.647807, -4.476158]
[-19.868525, -43.918856]
[34.078925, -118.354278]
[41.719391, -72.218753]
[45.604621, 8.13469]
[41.676908, -83.621082]
[35.533364, 139.274411]
[38.18922, 140.301211]
[53.711378, 91.417763]
[4.584656, -74.221929]
[15.097504, 120.598679]
[36.702902, -4.447786]
[35.756957, 139.928027]
[-26.765209, -51.005346]
[-34.774616, -58.435083]
[-27.585867, -48.501982]
[13.744, 100.596921]
[-31.600821, -60.703668]
[34.89778, 137.484973]
[22.308889, 113.914444]
[53.32259, -6.38512]
[39.976379, 32.706078]
[44.143829, -123.057036]
[41.768915, -72.512926]
[38.227722, 27.965524]
[14.412463, 120.973358]
[38.290062, -77.23543]
[38.24066, 36.934453]
[-7.777894, 110.3798]
[59.264003, 18.03582]
[-25.346533, -57.588372]
[37.048758, 140.867799]
[40.637659, -4.01609]
[40.847549, 14.252767]
[10.752945, 122.536918]
[-25.49169, -54.757536]
[3.485716, 98.598203]
[-5.14221, 119.47673]
[38.455379, 27.099815]
[40.692929, 30.222645]
[40.365158, -3.759158]
[-31.456449, -64.211797]
[43.039214, -78.877766]
[39.948443, 32.628749]
[33.559844, 131.376191]
[40.751313, 30.695801]
[36.709831, -4.437724]
[22.249276, -97.86802]
[54.597256, -5.925808]
[3.771407, 103.266038]
[43.350881, -3.004439]
[44.071441, -103.196178]
[40.068531, -80.696787]
[41.043718, 29.005748]
[14.850625, 120.734736]
[30.45423, -88.801267]
[35.645452, 139.699144]
[36.575862, -86.505208]
[3.074522, 103.078834]
[-33.026574, -60.689219]
[48.182415, 16.348308]
[2.506458, 102.816703]
[-2.998833, 104.759313]
[40.020729, -75.717486]
[-8.59597, 116.080743]
[5.40458, 103.06272]
[14.638599, 120.978534]
[41.819856, -87.603275]
[37.058372, 140.903135]
[-33.119486, -59.150135]
[55.034479, -1.580429]
[38.530464, -76.59932]
[42.038136, -92.898571]
[39.361753, -3.353679]
[-23.668073, -46.559162]
[-25.451854, -49.360925]
[-23.668073, -46.559162]
[13.637481, 123.188089]
[-7.30541, 112.73997]
[40.031727, -75.140287]
[44.308083, 8.484573]
[30.006198, -95.381644]
[43.085496, -78.715295]
[37.841636, 139.190878]
[22.372553, 114.11239]
[33.825638, -118.251271]
[38.274591, -0.670456]
[55.645811, 37.666598]
[37.540704, 126.990117]
[3.000031, 101.593017]
[38.394836, 27.053275]
[37.793286, -122.39854]
[39.510184, -121.536053]
[0.527076, 101.456009]
[51.517425, -0.185499]
[16.536118, 104.728456]
[-34.454437, -58.893324]
[-22.41703, -49.403273]
[35.626142, 139.695715]
[17.982401, -66.116198]
[40.174805, -82.961158]
[35.487886, -97.574809]
[14.066185, 100.596036]
[40.96781, 29.263412]
[-32.319405, -58.096772]
[13.055149, 100.927923]
[42.903611, -77.300898]
[39.956282, -76.718192]
[40.57077, -74.275936]
[57.646419, -3.296938]
[8.958127, 125.538531]
[10.294777, 123.894994]
[-23.192677, -45.882558]
[35.490463, 139.650149]
[35.689034, 139.715034]
[-29.961761, -51.629224]
[-29.12686, -51.164694]
[-6.280749, 106.907744]
[45.236058, -93.995125]
[18.671227, -68.41789]
[-7.024418, 110.510148]
[-30.001384, -51.052672]
[45.438961, 12.336383]
[-33.951535, 18.619114]
[0.0, 0.0]
[-7.945946, 112.64912]
[47.293744, 39.690585]
[35.506062, -97.619047]
[33.107678, -96.691708]
[41.675418, -0.888404]
[40.970753, 29.03885]
[11.2472, -74.2017]
[3.162345, 101.424193]
[55.638942, 37.342276]
[37.762974, -3.947061]
[34.967096, 135.772691]
[41.158082, 1.094052]
[59.856875, 30.311774]
[-22.815944, -42.939936]
[-27.069108, -52.608891]
[38.803669, 139.844376]
[-6.125606, 106.958751]
[-7.856236, -35.766592]
[-8.886531, -36.490387]
[38.014057, -7.86966]
[53.205048, -2.938133]
[14.172452, 121.242019]
[14.702052, 121.040722]
[-32.995113, -60.647546]
[-25.768442, 28.269062]
[-23.556669, -46.686608]
[35.355165, 136.874676]
[40.996934, 28.886852]
[-15.650991, -47.823777]
[35.839357, 139.91114]
[-23.632417, -46.531632]
[32.902615, -96.552717]
[-5.195083, -37.357879]
[-31.820718, 115.801555]
[3.399547, -76.517248]
[42.445981, -2.436348]
[34.247742, -118.26336]
[36.848452, 31.070697]
[3.16468, 101.847683]
[10.664387, 122.233656]
[3.867724, 103.251112]
[-22.357674, -49.07374]
[40.664518, 29.324355]
[41.376027, -83.636403]
[-3.394393, 104.840595]
[31.288065, -92.471375]
[1.377368, 103.774297]
[40.705414, -73.860407]
[40.756171, -73.993434]
[50.826285, 3.267506]
[39.816936, -80.225245]
[29.723602, -95.364761]
[34.293404, 134.086585]
[38.270327, -0.681028]
[-32.940415, -60.654842]
[22.280141, 114.184788]
[52.062018, -0.798931]
[53.467878, -2.342488]
[13.821736, 100.84889]
[-32.482169, -58.235812]
[51.610443, 46.011104]
[-22.965354, -44.305869]
[31.540407, 74.375993]
[-34.633562, -58.709905]
[-7.87084, 111.48261]
[35.6701, 140.04433]
[52.086019, 4.319286]
[-6.19672, 106.82894]
[3.067168, 101.614904]
[14.990352, 102.121899]
[-6.265629, 106.783058]
[30.261855, -97.726746]
[40.637417, -8.650543]
[34.156919, -118.983317]
[41.002055, 28.956356]
[50.891104, 5.746151]
[-7.82018, 110.36798]
[-6.185925, 106.8396]
[-7.846339, 110.34461]
[39.999541, -83.017294]
[3.223515, 101.617824]
[35.575039, 139.735165]
[6.32109, 8.12057]
[1.232537, 124.851489]
[3.05751, 101.456112]
[3.56777, 98.6428]
[40.962801, -74.132234]
[-28.71153, -49.304938]
[-38.044411, -57.578656]
[4.420892, -75.184849]
[-29.243225, -51.344788]
[-23.309429, -51.173285]
[21.742043, 39.14119]
[36.290709, 136.386773]
[24.786831, 46.678647]
[41.153002, -81.33346]
[37.309425, 34.791025]
[-23.18974, -47.282398]
[38.747205, -8.963385]
[30.506013, -87.264295]
[6.099681, 100.345256]
[51.257674, -1.084982]
[-26.832783, -48.635926]
[38.618279, 27.422036]
[-0.931234, 100.429892]
[1.136412, 104.028616]
[-7.192653, 111.865263]
[-3.720764, -38.559402]
[3.027244, 101.588398]
[14.59066, 121.179507]
[14.603445, 121.031292]
[34.841691, 135.603631]
[-6.835808, 110.928376]
[42.257967, -89.040585]
[3.616874, 98.742373]
[-1.262484, 116.860333]
[2.855295, 101.816918]
[-19.822362, -43.985145]
[41.613292, -72.453626]
[-29.164859, -51.188884]
[24.764595, 46.811578]
[-0.396852, 117.165522]
[-29.735053, -52.427927]
[43.447148, -80.485774]
[14.718359, 104.202597]
[-2.996233, 104.774727]
[39.133454, -84.516283]
[-19.829425, -43.971148]
[19.425797, -99.16415]
[-6.554043, 106.839452]
[51.89652, -8.467498]
[35.060226, -79.05388]
[-23.706028, -46.629763]
[58.087149, 38.717074]
[15.131908, 120.594692]
[29.438393, -98.598568]
[-6.425483, 106.862615]
[19.425877, -99.191415]
[38.644089, -77.411673]
[-23.66581, -49.841993]
[39.990037, -0.061789]
[-23.405942, -51.916685]
[35.968204, -80.004216]
[31.921169, 131.391744]
[-6.18936, 106.84271]
[55.030843, 82.913232]
[40.042029, -75.115991]
[37.921194, 40.214774]
[34.424554, 133.208781]
[-6.479092, 106.81546]
[40.727591, -73.999688]
[-34.462708, -58.665103]
[18.488404, -69.868869]
[14.63982, 102.790798]
[19.17682, 72.869677]
[-23.687313, -46.397687]
[37.8592, -122.484]
[29.342338, 47.703101]
[-6.153192, 106.837089]
[31.949207, 35.925462]
[45.780206, -122.545875]
[33.211932, -96.620818]
[36.647807, -4.476158]
[-5.539812, 105.364899]
[-19.226004, -42.330941]
[63.556689, 53.6994]
[-23.405964, -46.744443]
[-7.772299, 110.39031]
[-30.043188, -51.141975]
[-34.963626, -57.941514]
[31.362959, 37.314231]
[-24.312863, -47.023729]
[-6.789224, 39.264362]
[4.603107, 101.079637]
[41.049944, 28.92243]
[51.938404, 4.228382]
[39.66605, -106.848554]
[34.252786, -118.585223]
[34.048799, -117.651072]
[-25.286686, -57.653776]
[40.703336, -74.08398]
[2.7292, 102.005176]
[38.219307, -85.758946]
[39.905492, 30.064531]
[-20.009651, -44.040166]
[7.090395, 125.616086]
[35.337554, 33.332752]
[15.112578, 120.560833]
[27.394169, -82.435323]
[-19.453102, -43.110748]
[-29.575869, -50.793927]
[41.159012, 27.803478]
[40.439102, -80.004266]
[40.990475, 29.029119]
[10.31063, 123.896612]
[40.48118, -74.427351]
[48.900151, 2.211986]
[19.235927, -70.288373]
[-34.622081, -58.400164]
[45.648864, 12.552798]
[42.961021, -85.893062]
[40.333407, -3.778938]
[51.894054, 0.889332]
[7.117124, 125.64692]
[40.745965, 30.414205]
[36.882805, 30.719212]
[-31.432179, -64.119273]
[-23.974061, -46.3012]
[-19.821346, -43.977801]
[15.001874, 103.940878]
[30.235178, -97.7138]
[43.02378, 141.425064]
[25.770663, -80.298952]
[-6.161841, 106.777058]
[35.334762, -97.525466]
[37.989771, -120.36556]
[35.711716, 139.937463]
[38.381142, 27.179412]
[-3.35558, 114.637111]
[35.824468, 139.795048]
[34.754808, 135.318477]
[38.676805, -9.151801]
[-6.898288, 107.608579]
[-29.902647, -51.135119]
[-27.87471, -63.961121]
[-21.131095, -42.382225]
[59.348098, 18.060003]
[40.709691, -74.011001]
[35.754492, -5.797293]
[-38.755714, -62.261219]
[-6.210031, 106.775354]
[-22.881385, -43.081331]
[47.193478, 8.445208]
[40.772766, 31.284577]
[41.918804, 12.480147]
[6.456943, 100.165505]
[-23.640777, -46.76439]
[41.887211, -87.627188]
[34.723683, 135.78061]
[13.776653, 100.507601]
[46.539207, 16.703495]
[14.987369, 102.10608]
[14.768979, 120.947831]
[-22.744144, -43.331696]
[26.279424, 50.212956]
[-20.346968, -40.429075]
[51.498834, -0.135292]
[-23.5627, -46.652118]
[52.693747, 62.585786]
[-28.450107, -65.738857]
[-34.514056, -56.280185]
[51.233084, -0.169426]
[40.784176, -111.907357]
[34.560067, 135.597699]
[35.955611, -83.928303]
[-29.708583, -55.526711]
[14.591503, 121.027467]
[41.011127, 29.092608]
[-7.230664, 112.730516]
[-30.351781, -66.316462]
[35.586331, 53.376961]
[40.594378, -74.472143]
[52.955272, -1.147567]
[32.083541, -81.099834]
[7.601926, 125.965479]
[53.539725, -1.508067]
[-33.75087, -61.955493]
[19.041046, -98.203397]
[-21.370553, -45.508106]
[-34.461922, -58.540421]
[6.453055, 100.289177]
[51.192505, 6.42481]
[20.976868, -89.602]
[52.439686, -3.988126]
[33.092154, -96.876048]
[41.356501, 16.081602]
[-33.314856, -66.312403]
[2.669232, 101.768476]
[-23.497026, -46.86345]
[49.116614, 6.223051]
[-23.472886, -46.346321]
[37.876212, 32.486767]
[38.730139, -9.215133]
[-6.098992, 106.929019]
[-29.71242, -57.089183]
[-15.56371, -56.084027]
[13.077894, 101.002224]
[-22.840838, -42.032015]
[-34.65728, -58.604187]
[38.321999, 140.847469]
[3.423312, 101.443191]
[41.213068, 32.654335]
[-6.19292, 106.83721]
[31.212562, 29.917219]
[-21.77257, -52.119613]
[-5.38001, 105.25421]
[-6.737567, 108.346134]
[39.66605, -106.848554]
[34.768033, -77.347611]
[66.655377, 66.379424]
[15.135514, 120.580822]
[36.343938, 139.027235]
[-18.896199, -48.288341]
[-23.931858, -46.350276]
[1.39536, 103.745936]
[-21.383163, -45.510751]
[-29.889361, -61.946195]
[37.257309, -3.763264]
[14.606744, 120.989025]
[33.09367, 130.096104]
[37.617853, 126.835364]
[27.038275, -82.219988]
[35.922426, 139.770078]
[53.451362, -2.986482]
[27.883101, -82.240117]
[34.737505, -80.772176]
[38.031714, -84.495136]
[41.076484, -81.510363]
[25.075289, -77.367834]
[34.777734, 135.40869]
[31.471893, 74.345047]
[31.235785, 29.989067]
[55.240331, 61.413757]
[-34.737115, -58.369194]
[2.99962, 101.710529]
[28.252569, -82.307896]
[30.241027, -97.717896]
[13.749878, 100.506276]
[-18.126515, -40.366828]
[-2.998385, 104.795683]
[39.302849, -76.6429]
[14.01692, 100.730406]
[52.342232, 5.203984]
[30.109709, 31.341702]
[-3.006845, -59.931272]
[-7.339063, 108.225331]
[35.635508, 139.706503]
[-22.964336, -43.401235]
[-33.41424, -70.587034]
[36.36036, 139.122635]
[24.580754, 46.77414]
[59.829575, 30.380909]
[42.039866, -71.022576]
[52.416153, -4.064353]
[37.787007, 29.029203]
[37.364087, 140.379438]
[-7.387332, 112.720887]
[53.53638, -0.012117]
[13.748619, 100.529783]
[-12.985264, -38.517583]
[32.518442, -92.67445]
[33.829379, -116.441247]
[15.042995, 120.52847]
[41.005156, 28.968991]
[26.54336, -77.085692]
[-23.554386, -46.94041]
[48.847437, 2.409208]
[53.801838, -1.542893]
[37.900319, -122.297145]
[34.749014, 135.576559]
[40.109711, -74.071806]
[26.705621, -80.03643]
[40.705591, -73.817645]
[-29.852372, -51.162402]
[39.477335, -0.422411]
[40.264363, -74.256634]
[29.881039, -93.925798]
[3.186098, 101.697859]
[12.875431, 77.650285]
[-6.204983, 106.713129]
[1.508753, 103.86709]
[-39.29053, -65.659175]
[37.293468, -80.054763]
[-5.172355, 119.455552]
[26.632931, -80.118564]
[53.367334, -1.462896]
[34.90671, 136.953791]
[42.718134, -87.804941]
[-33.04636, -71.581132]
[-7.718513, 110.576704]
[34.786664, 137.38213]
[-27.091949, -52.606925]
[13.812941, 100.567131]
[14.54904, 121.064662]
[-7.218241, -39.316096]
[1.508329, 103.752158]
[-33.310612, 115.726639]
[14.516579, -90.552244]
[52.041956, -2.740452]
[25.759492, -80.324141]
[33.534385, 68.395035]
[-36.435942, 145.068691]
[-41.317723, -72.986311]
[-29.370069, -50.80206]
[41.02931, 29.224302]
[36.880031, -4.844325]
[3.77218, 103.271403]
[-6.9362, 107.7723]
[50.231136, -5.234388]
[50.800618, -1.094083]
[43.176604, -6.5515]
[3.168225, 101.706365]
[53.780472, -0.300797]
[41.653164, -85.41077]
[30.773003, -92.333869]
[32.838502, 130.772631]
[-34.648663, -58.761834]
[39.835149, -75.244415]
[16.494961, 120.330212]
[7.084776, 125.620525]
[13.290281, -59.600972]
[-7.96714, 112.61961]
[-25.323335, -57.508291]
[18.453048, -70.727657]
[39.929589, -83.176764]
[-26.468057, -54.702508]
[51.29633, 1.072564]
[-16.011562, -48.066599]
[41.564877, -81.581648]
[53.498822, -2.304959]
[-23.531539, -46.415922]
[3.751016, 102.562325]
[2.494249, 102.797352]
[25.631158, -80.303962]
[29.487023, -98.507836]
[40.977723, 27.503921]
[13.716985, 100.481655]
[34.878015, 135.616142]
[14.596704, 121.096041]
[-6.928475, 107.450388]
[36.54476, -4.644592]
[57.137344, 65.578651]
[-29.466443, -51.817592]
[36.674098, 140.389541]
[10.385777, -73.190555]
[40.740731, 31.599018]
[-30.050585, -51.088067]
[34.619565, 135.477995]
[29.887487, -90.037982]
[-6.11603, 106.88473]
[37.989763, -1.126952]
[29.477106, -81.208696]
[-27.593351, -48.542651]
[-11.832985, -55.522352]
[-29.949008, -51.078317]
[40.944208, 27.486834]
[39.895283, 30.038093]
[20.286515, 85.82177]
[-0.049199, -51.139142]
[14.32121, 100.606029]
[35.657565, 139.426416]
[14.907375, 121.042919]
[-6.602059, 106.810016]
[14.544143, 121.004141]
[41.127362, 37.286154]
[30.603289, -91.152793]
[-23.491267, -46.492321]
[-6.32802, 106.849377]
[28.34851, 70.347423]
[37.105471, 138.250933]
[14.67519, 121.080397]
[34.100444, -118.029211]
[39.880424, -86.046769]
[49.838153, 24.004552]
[53.194822, -2.890441]
[40.992953, 29.024334]
[24.299151, 54.64142]
[-29.692595, -53.826897]
[32.788386, -80.007842]
[38.597698, -9.008186]
[27.473718, 48.472203]
[-22.767905, -43.325341]
[38.404418, 27.098507]
[-26.185706, 28.025638]
[-34.699959, -58.63341]
[14.981006, 120.649604]
[-6.238976, 106.624303]
[-6.183391, 106.873477]
[41.846487, -71.887572]
[-6.897774, 107.607542]
[-29.919465, -51.135566]
[33.77565, -84.262885]
[41.028685, 28.974528]
[-29.130111, -51.171267]
[32.138982, 36.112624]
[35.340423, -97.474654]
[33.795294, 130.533671]
[5.074234, -75.532753]
[38.125418, -0.870641]
[38.866368, -6.893571]
[-34.797554, -54.921169]
[29.330953, -96.088541]
[0.529617, 101.442647]
[30.608737, -96.338388]
[34.697741, 135.205756]
[1.283062, 103.859167]
[-26.774384, -65.277469]
[31.844495, 130.354083]
[1.391736, 110.756282]
[35.36543, 139.463779]
[40.763645, 29.931878]
[40.609271, -73.910159]
[37.374562, -5.966552]
[41.202076, -75.362996]
[-22.245213, -54.807784]
[50.796103, -1.09435]
[33.72559, -118.311375]
[35.676464, 139.83375]
[39.747561, 141.126619]
[-22.932576, -43.360616]
[3.156863, 101.60972]
[41.621197, 26.635871]
[38.16857, -3.011088]
[12.903756, 77.522489]
[43.467199, -83.964962]
[13.801424, 100.321731]
[3.844625, 103.299457]
[-30.047492, -51.212187]
[40.764519, 29.939911]
[41.460903, -72.14751]
[-33.295143, -66.299539]
[1.31967, 124.84293]
[-1.246896, 36.753417]
[-6.75867, 108.49846]
[58.398301, 13.859874]
[5.466371, 100.241182]
[-22.655065, -43.65386]
[57.541031, 40.121688]
[34.567414, 135.763242]
[-33.37423, -70.672514]
[-29.831529, 30.983586]
[-28.509167, -50.946562]
[34.06872, 134.570705]
[-6.223666, 106.851089]
[29.287169, 48.075753]
[13.828575, 100.568571]
[-6.22714, 106.99979]
[24.450304, 39.609331]
[-6.311932, 106.709438]
[40.707371, -73.677123]
[56.96989, 60.587533]
[39.15091, -0.442546]
[41.065793, -85.270497]
[14.611087, 121.104198]
[52.906909, -1.458767]
[39.991128, 32.835562]
[48.872313, 2.366228]
[-6.203911, 106.524151]
[24.576506, 46.624519]
[-6.476906, 106.877211]
[38.683264, -121.22069]
[-15.804976, -48.071305]
[5.372706, 100.302092]
[31.232436, 121.399187]
[38.674993, 39.220271]
[-6.875968, 107.604192]
[-7.965167, 112.613528]
[3.158602, 101.750955]
